Begin Date,Begin Time,End Date,End Time,Alarm Tag,Alarm Id,Combination,Alarm Type,Alarm Priority,Description
05-12-16,2:00:07,05-12-16,2:01:57,AlarmRateRamp|13956,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:00:26,05-12-16,2:01:57,AlarmRateRamp|13957,Q2,AlarmRateRamp|10357Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:00:47,05-12-16,2:01:57,AlarmRateRamp|13956,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:01:07,05-12-16,2:01:57,AlarmRateRamp|13956,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:01:27,05-12-16,2:01:57,AlarmRateRamp|13959,Q5,AlarmRateRamp|10359Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:01:47,05-12-16,2:01:57,AlarmRateRamp|13956,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:01:59,05-12-16,2:03:43,AlarmRateRamp|13978,Q1,AlarmRateRamp|10378Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:02:17,05-12-16,2:03:43,AlarmRateRamp|13956,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:02:36,05-12-16,2:03:43,AlarmRateRamp|13956,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:02:56,05-12-16,2:03:43,AlarmRateRamp|13958,Q4,AlarmRateRamp|10358Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:03:15,05-12-16,2:03:43,AlarmRateRamp|13956,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:03:33,05-12-16,2:03:43,AlarmRateRamp|13956,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:03:45,05-12-16,2:05:24,AlarmRateRamp|13979,Q1,AlarmRateRamp|10379Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:04:02,05-12-16,2:05:24,AlarmRateRamp|13956,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:04:21,05-12-16,2:05:24,AlarmRateRamp|13956,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:04:39,05-12-16,2:05:24,AlarmRateRamp|13956,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:04:57,05-12-16,2:05:24,AlarmRateRamp|13980,Q5,AlarmRateRamp|10380Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:05:15,05-12-16,2:05:24,AlarmRateRamp|13956,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:05:26,05-12-16,2:07:01,AlarmRateRamp|13956,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:05:42,05-12-16,2:07:01,AlarmRateRamp|13956,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:06:00,05-12-16,2:07:01,AlarmRateRamp|13956,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:06:17,05-12-16,2:07:01,AlarmRateRamp|13956,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:06:35,05-12-16,2:07:01,AlarmRateRamp|13956,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:06:52,05-12-16,2:07:01,AlarmRateRamp|13956,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:07:03,05-12-16,2:08:34,AlarmRateRamp|13956,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:07:19,05-12-16,2:08:34,AlarmRateRamp|13956,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:07:35,05-12-16,2:08:34,AlarmRateRamp|13956,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:07:52,05-12-16,2:08:34,AlarmRateRamp|13956,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:08:09,05-12-16,2:08:34,AlarmRateRamp|13956,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:08:25,05-12-16,2:08:34,AlarmRateRamp|13956,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:08:36,05-12-16,2:10:03,AlarmRateRamp|13956,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:08:51,05-12-16,2:10:03,AlarmRateRamp|13956,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:09:07,05-12-16,2:10:03,AlarmRateRamp|13956,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:09:23,05-12-16,2:10:03,AlarmRateRamp|13956,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:09:39,05-12-16,2:10:03,AlarmRateRamp|13956,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:09:55,05-12-16,2:10:03,AlarmRateRamp|13956,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:10:05,05-12-16,2:11:29,AlarmRateRamp|13956,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:10:19,05-12-16,2:11:29,AlarmRateRamp|13956,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:10:35,05-12-16,2:11:29,AlarmRateRamp|13956,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:10:51,05-12-16,2:11:29,AlarmRateRamp|13956,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:11:06,05-12-16,2:11:29,AlarmRateRamp|13956,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:11:21,05-12-16,2:11:29,AlarmRateRamp|13956,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:11:31,05-12-16,2:12:53,AlarmRateRamp|13956,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:11:45,05-12-16,2:12:53,AlarmRateRamp|13956,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:12:00,05-12-16,2:12:53,AlarmRateRamp|13956,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:12:15,05-12-16,2:12:53,AlarmRateRamp|13956,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:12:30,05-12-16,2:12:53,AlarmRateRamp|13956,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:12:45,05-12-16,2:12:53,AlarmRateRamp|13984,Q6,AlarmRateRamp|10384Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:12:55,05-12-16,2:14:14,AlarmRateRamp|13985,Q1,AlarmRateRamp|10385Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:13:08,05-12-16,2:14:14,AlarmRateRamp|13956,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:13:23,05-12-16,2:14:14,AlarmRateRamp|13961,Q3,AlarmRateRamp|10361Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:13:38,05-12-16,2:14:14,AlarmRateRamp|13956,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:13:52,05-12-16,2:14:14,AlarmRateRamp|13956,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:14:07,05-12-16,2:14:14,AlarmRateRamp|13971,Q6,AlarmRateRamp|10371Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:14:16,05-12-16,2:15:33,AlarmRateRamp|13956,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:14:29,05-12-16,2:15:33,AlarmRateRamp|13956,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:14:43,05-12-16,2:15:33,AlarmRateRamp|13975,Q3,AlarmRateRamp|10375Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:14:57,05-12-16,2:15:33,AlarmRateRamp|13956,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:15:11,05-12-16,2:15:33,AlarmRateRamp|13966,Q5,AlarmRateRamp|10366Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:15:26,05-12-16,2:15:33,AlarmRateRamp|13960,Q6,AlarmRateRamp|10360Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:15:35,05-12-16,2:16:50,AlarmRateRamp|13956,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:15:47,05-12-16,2:16:50,AlarmRateRamp|13956,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:16:01,05-12-16,2:16:50,AlarmRateRamp|13956,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:16:15,05-12-16,2:16:50,AlarmRateRamp|13956,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:16:29,05-12-16,2:16:50,AlarmRateRamp|13956,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:16:43,05-12-16,2:16:50,AlarmRateRamp|13972,Q6,AlarmRateRamp|10372Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:16:52,05-12-16,2:18:05,AlarmRateRamp|13956,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:17:04,05-12-16,2:18:05,AlarmRateRamp|13981,Q2,AlarmRateRamp|10381Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:17:18,05-12-16,2:18:05,AlarmRateRamp|13956,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:17:31,05-12-16,2:18:05,AlarmRateRamp|13963,Q4,AlarmRateRamp|10363Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:17:44,05-12-16,2:18:05,AlarmRateRamp|13962,Q5,AlarmRateRamp|10362Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:17:58,05-12-16,2:18:05,AlarmRateRamp|13956,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:18:07,05-12-16,2:19:18,AlarmRateRamp|13956,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:18:19,05-12-16,2:19:18,AlarmRateRamp|13967,Q2,AlarmRateRamp|10367Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:18:32,05-12-16,2:19:18,AlarmRateRamp|13956,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:18:45,05-12-16,2:19:18,AlarmRateRamp|13970,Q4,AlarmRateRamp|10370Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:18:58,05-12-16,2:19:18,AlarmRateRamp|13956,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:19:11,05-12-16,2:19:18,AlarmRateRamp|13973,Q6,AlarmRateRamp|10373Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:19:20,05-12-16,2:20:29,AlarmRateRamp|13956,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:19:31,05-12-16,2:20:29,AlarmRateRamp|13956,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:19:44,05-12-16,2:20:29,AlarmRateRamp|13976,Q3,AlarmRateRamp|10376Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:19:57,05-12-16,2:20:29,AlarmRateRamp|13956,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:20:10,05-12-16,2:20:29,AlarmRateRamp|13984,Q5,AlarmRateRamp|10384Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:20:23,05-12-16,2:20:29,AlarmRateRamp|13956,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:20:31,05-12-16,2:21:39,AlarmRateRamp|13965,Q1,AlarmRateRamp|10365Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:20:42,05-12-16,2:21:39,AlarmRateRamp|13956,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:20:55,05-12-16,2:21:39,AlarmRateRamp|13964,Q3,AlarmRateRamp|10364Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:21:07,05-12-16,2:21:39,AlarmRateRamp|13956,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:21:20,05-12-16,2:21:39,AlarmRateRamp|13968,Q5,AlarmRateRamp|10368Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:21:32,05-12-16,2:21:39,AlarmRateRamp|13956,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:21:41,05-12-16,2:22:47,AlarmRateRamp|13956,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:21:52,05-12-16,2:22:47,AlarmRateRamp|13982,Q2,AlarmRateRamp|10382Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:22:04,05-12-16,2:22:47,AlarmRateRamp|13956,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:22:16,05-12-16,2:22:47,AlarmRateRamp|13983,Q4,AlarmRateRamp|10383Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:22:29,05-12-16,2:22:47,AlarmRateRamp|13956,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:22:41,05-12-16,2:22:47,AlarmRateRamp|13956,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:22:49,05-12-16,2:23:54,AlarmRateRamp|13974,Q1,AlarmRateRamp|10374Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:23:00,05-12-16,2:23:54,AlarmRateRamp|13956,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:23:12,05-12-16,2:23:54,AlarmRateRamp|13977,Q3,AlarmRateRamp|10377Q3,WARNING,N/A,Limit Signal 3
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
